,GameID,Team,TeamVegas,ClosingSpread,TeamFP,MIN,Pred
2026,21901272.0,Denver,111.75,4.5,248.0,239.99999999999997,240.329804305571
2027,21901272.0,Portland,116.25,-4.5,260.75,240.0,249.9677691037199
2028,21901273.0,Houston,115.75,-3.5,248.5,239.98999999999998,248.89688412614777
2029,21901273.0,LA Lakers,112.25,3.5,232.25,239.99,241.40068928314312
2030,21901274.0,San Antonio,117.0,-9.0,259.25,240.00000000000003,252.42577533064522
2031,21901274.0,Utah,108.0,9.0,249.25,240.01,233.14984573434748
2032,21901275.0,Memphis,108.75,3.0,264.5,240.01999999999998,236.03369134155642
2033,21901275.0,Oklahoma City,111.75,-3.0,205.0,240.0,242.45900120698903
2034,21901276.0,Brooklyn,113.75,5.5,256.0,240.01000000000008,243.19387961491404
2035,21901276.0,Sacramento,119.25,-5.5,224.5,239.99,254.97361436820714
2036,21901277.0,Orlando,108.0,5.0,207.75,239.99,234.28541741510375
2037,21901277.0,Philadelphia,113.0,-5.0,224.75,240.0,244.99426719082473
2038,21901278.0,New Orleans,122.0,-8.0,256.75,240.02,260.0118029842864
2039,21901278.0,Washington,114.0,8.0,227.5,240.03,242.8776433431329
2040,21901279.0,Boston,110.5,1.5,262.5,240.0,239.21400292268063
2041,21901279.0,Toronto,112.0,-1.5,233.5,240.01,242.42665785539694
2042,21901280.0,LA Clippers,114.0,4.5,242.75,240.00999999999996,243.87126856379462
2043,21901280.0,Portland,118.5,-4.5,232.25,240.02,253.50923336194353
2046,21901282.0,Indiana,107.0,5.5,255.5,240.01,232.56948684024317
2047,21901282.0,LA Lakers,112.5,-5.5,248.0,240.01,244.34922159353624
2048,21901283.0,Miami,110.5,4.0,241.75,240.01,238.50427062220797
2049,21901283.0,Phoenix,114.5,-4.0,254.0,240.01,247.07135044278473
2052,21901285.0,Oklahoma City,115.0,-9.0,247.25,239.99000000000004,249.2778071011131
2053,21901285.0,Washington,106.0,9.0,222.5,240.01000000000002,230.00187750481538
2054,21901286.0,Memphis,107.25,7.0,239.5,240.00000000000003,232.53714348865108
2055,21901286.0,Toronto,114.25,-7.0,263.5,240.0,247.52953317466043
2056,21901287.0,New Orleans,121.75,-3.5,253.5,240.00000000000003,258.3407888147441
2057,21901287.0,San Antonio,118.25,3.5,268.75,240.01,250.84459397173947
2060,21901289.0,Philadelphia,113.5,2.5,249.5,240.0,243.65206234678973
2061,21901289.0,Portland,116.0,-2.5,242.25,240.01000000000005,249.00648723465022
2062,21901290.0,Houston,120.0,-4.5,261.0,240.01000000000002,255.8702095340926
2063,21901290.0,Sacramento,115.5,4.5,242.25,240.0,246.2322447359437
2064,21901291.0,Brooklyn,110.75,9.0,272.0,239.99,237.47830204995415
2065,21901291.0,LA Clippers,119.75,-9.0,234.75,240.01000000000005,256.75423164625187
2066,21901292.0,Oklahoma City,107.0,7.5,227.0,239.99,232.00170099986502
2067,21901292.0,Phoenix,114.5,-7.5,291.75,240.01000000000002,248.0649756634465
2068,21901293.0,Dallas,107.75,5.5,236.0,240.01000000000002,233.7499749263177
2069,21901293.0,Utah,113.25,-5.5,242.0,240.01,245.5297096796108
2070,21901294.0,Milwaukee,116.75,-5.5,241.25,239.99999999999994,251.03865408129198
2071,21901294.0,Toronto,111.25,5.5,265.25,240.01,239.2589193279989
2072,21901295.0,Indiana,109.75,4.0,209.75,240.00000000000003,237.32378253613342
2073,21901295.0,Miami,113.75,-4.0,284.25,240.01,245.8908623567102
2074,21901296.0,Denver,109.25,5.0,234.75,239.98999999999998,236.25289755856133
2075,21901296.0,LA Lakers,114.25,-5.0,242.0,240.0,246.96174733428228
2076,21901297.0,Brooklyn,110.25,4.5,244.75,239.99,237.9688281334219
2077,21901297.0,Orlando,114.75,-4.5,212.75,240.01,247.6067929315708
2078,21901298.0,Houston,117.25,4.5,228.25,240.0,248.98671693678432
2079,21901298.0,San Antonio,121.75,-4.5,286.25,240.02,258.62468173493323
2080,21901299.0,Philadelphia,108.75,9.5,231.0,239.98999999999998,234.18838736032748
2081,21901299.0,Phoenix,118.25,-9.5,250.5,240.0,254.53520193419735
2082,21901300.0,Dallas,118.5,2.0,255.75,240.0,251.66392938071456
2083,21901300.0,Portland,120.5,-2.0,256.5,239.99,255.94746929100296
2084,21901301.0,Boston,117.25,-4.5,265.0,239.98999999999998,251.54175321848595
2085,21901301.0,Memphis,112.75,4.5,232.5,239.98999999999995,241.90378842033707
2086,21901302.0,New Orleans,115.75,3.5,227.0,240.01,246.9096336848243
2087,21901302.0,Sacramento,119.25,-3.5,244.25,239.97999999999996,254.405828527829
2088,21901303.0,Milwaukee,118.5,-9.0,257.75,240.0,254.78675150279432
2089,21901303.0,Washington,109.5,9.0,222.5,240.03,235.51082190649657
2090,21901304.0,Houston,119.0,-6.5,241.25,239.98999999999998,254.86401125970468
2091,21901304.0,Indiana,112.5,6.5,269.5,239.98999999999995,240.94250655126743
2092,21901305.0,Philadelphia,107.75,6.0,275.25,240.01000000000002,233.60802846622315
2093,21901305.0,Toronto,113.75,-6.0,270.75,239.98000000000002,246.45864819708834
2094,21901306.0,Miami,112.5,-4.0,246.0,240.01,243.92338221325264
2095,21901306.0,Oklahoma City,108.5,4.0,246.5,240.00000000000003,235.35630239267584
2096,21901307.0,Denver,112.25,5.0,239.5,240.01000000000002,240.97484990285952
2097,21901307.0,LA Clippers,117.25,-5.0,252.0,239.98999999999995,251.68369967858047
2098,21901308.0,Boston,111.75,1.5,229.75,239.99,241.1814830661382
2099,21901308.0,Washington,113.25,-1.5,247.0,240.00000000000006,244.39413799885452
2100,21901309.0,Brooklyn,115.0,10.0,266.5,240.04000000000002,243.8838416175208
2101,21901309.0,Portland,125.0,-10.0,263.0,240.01,265.3015411689628
2102,21901310.0,LA Lakers,113.0,-3.5,254.25,240.0,244.56842781054112
2103,21901310.0,Sacramento,109.5,3.5,292.0,240.0,237.07223296753645
2104,21901311.0,Memphis,117.5,-4.0,273.25,240.00000000000003,251.79330278708292
2105,21901311.0,Milwaukee,113.5,4.0,240.0,240.01000000000002,243.22622296650613
2106,21901312.0,New Orleans,111.25,4.0,241.5,240.01,239.68475870828252
2107,21901312.0,Orlando,115.25,-4.0,241.25,240.01999999999998,248.25183852885928
2108,21901313.0,Dallas,115.0,8.5,204.75,239.97999999999996,244.3096809978044
2109,21901313.0,Phoenix,123.5,-8.5,264.75,240.00000000000003,262.5147256165301
2110,21901314.0,San Antonio,120.25,-6.5,239.5,240.0,256.8314914031622
2111,21901314.0,Utah,113.75,6.5,244.75,239.98000000000002,242.90998669472498
2112,21901315.0,Houston,116.75,-2.5,219.75,239.98999999999995,250.18697532072477
2113,21901315.0,Philadelphia,114.25,2.5,285.25,240.0,244.83255043286428
2114,21901316.0,Indiana,110.0,2.0,265.75,240.02000000000004,238.28506440520306
2115,21901316.0,Miami,112.0,-2.0,209.5,240.01000000000002,242.56860431549148
2118,21901318.0,Denver,113.25,-3.0,256.25,240.0,244.81997737913812
2119,21901318.0,Toronto,110.25,3.0,265.75,240.01,238.3946675137055
2120,41900101.0,Milwaukee,119.5,-13.5,243.75,240.01999999999995,257.63825375841117
2121,41900101.0,Orlando,106.0,13.5,257.0,240.01,228.72435936396457
2122,41900102.0,Milwaukee,121.0,-13.5,256.75,240.00999999999996,259.99922993056026
2123,41900102.0,Orlando,107.5,13.5,212.5,240.00000000000003,231.08533553611366
2124,41900103.0,Milwaukee,118.75,-12.5,264.0,239.99000000000004,256.1738727521476
2125,41900103.0,Orlando,106.25,12.5,224.75,240.01000000000002,229.40174831284514
2126,41900104.0,Milwaukee,120.0,-13.0,264.25,240.01000000000002,258.2832993556997
2127,41900104.0,Orlando,107.0,13.0,241.75,240.0,230.44028993882515
2128,41900105.0,Milwaukee,119.25,-13.5,261.5,239.99000000000004,257.2447577297197
2129,41900105.0,Orlando,105.75,13.5,218.75,239.98999999999998,228.33086333527305
2130,41900111.0,Brooklyn,106.5,9.5,241.25,240.0,230.64692310210387
2131,41900111.0,Toronto,116.0,-9.5,268.25,239.98999999999995,250.9937376759737
2132,41900112.0,Brooklyn,107.0,11.5,227.5,239.99,230.86612931910875
2133,41900112.0,Toronto,118.5,-11.5,226.5,239.99999999999997,255.496483803267
2134,41900113.0,Brooklyn,104.0,11.0,219.0,240.00000000000003,226.2861234349051
2135,41900113.0,Toronto,115.0,-11.0,279.5,240.03,249.84559294149125
2136,41900114.0,Brooklyn,104.0,14.0,247.0,240.01,225.4344446743379
2137,41900114.0,Toronto,118.0,-14.0,325.75,239.98999999999998,255.41922404635665
2138,41900121.0,Boston,111.25,-6.0,236.25,240.00000000000003,242.5236879101732
2139,41900121.0,Philadelphia,105.25,6.0,227.5,240.0,229.67306817930802
2140,41900122.0,Boston,108.5,-4.5,244.25,240.00000000000003,237.76939221428293
2141,41900122.0,Philadelphia,104.0,4.5,198.25,240.01000000000002,228.13142741613404
2142,41900123.0,Boston,111.25,-6.0,219.75,240.00000000000003,242.5236879101732
2143,41900123.0,Philadelphia,105.25,6.0,222.75,240.01999999999998,229.67306817930802
2144,41900124.0,Boston,112.0,-7.5,222.0,240.03,244.13001537653136
2145,41900124.0,Philadelphia,104.5,7.5,205.25,239.99000000000004,228.06674071294987
2146,41900131.0,Indiana,105.5,4.0,213.75,240.01,230.63435004837768
2147,41900131.0,Miami,109.5,-4.0,230.75,240.00000000000003,239.20142986895445
2148,41900132.0,Indiana,106.25,4.0,237.0,240.00999999999996,231.81483813445223
2149,41900132.0,Miami,110.25,-4.0,243.75,240.01000000000002,240.381917955029
2150,41900133.0,Indiana,104.0,5.0,238.75,239.99999999999997,227.98948095603953
2151,41900133.0,Miami,109.0,-5.0,254.5,239.98999999999998,238.69833073176048
2152,41900134.0,Indiana,106.0,6.0,202.0,239.99999999999997,230.85355626538257
2153,41900134.0,Miami,112.0,-6.0,244.5,239.98999999999998,243.70417599624776
2154,41900141.0,LA Lakers,120.0,-6.5,231.75,239.99999999999997,256.4379953744707
2155,41900141.0,Portland,113.5,6.5,226.0,240.0,242.51649066603346
2156,41900142.0,LA Lakers,118.0,-7.0,250.5,240.02000000000004,253.43197360503316
2157,41900142.0,Portland,111.0,7.0,190.75,240.0,238.4395839190238
2158,41900143.0,LA Lakers,116.25,-7.5,265.25,240.01000000000002,250.8194478642871
2159,41900143.0,Portland,108.75,7.5,214.5,240.01,234.7561732007056
2160,41900144.0,LA Lakers,116.5,-7.5,277.25,240.01000000000005,251.21294389297861
2161,41900144.0,Portland,109.0,7.5,234.0,240.00999999999996,235.14966922939712
2162,41900145.0,LA Lakers,118.25,-13.0,270.25,240.00000000000003,255.5288271548591
2163,41900145.0,Portland,105.25,13.0,247.75,239.99999999999997,227.68581773798454
2164,41900151.0,Dallas,112.25,6.5,228.25,240.0,240.5490105225759
2165,41900151.0,LA Clippers,118.75,-6.5,243.25,239.98000000000002,254.47051523101317
2166,41900152.0,Dallas,112.25,5.0,254.75,240.01,240.97484990285952
2167,41900152.0,LA Clippers,117.25,-5.0,221.25,240.01,251.68369967858047
2168,41900153.0,Dallas,113.25,5.0,242.0,240.00000000000003,242.54883401762558
2169,41900153.0,LA Clippers,118.25,-5.0,253.5,240.00999999999996,253.25768379334653
2172,41900155.0,Dallas,114.25,8.0,218.75,240.01999999999998,243.2711393718244
2173,41900155.0,LA Clippers,122.25,-8.0,293.75,240.01999999999995,260.40529901297793
2174,41900156.0,Dallas,113.75,9.5,207.0,239.99,242.05830793415777
2175,41900156.0,LA Clippers,123.25,-9.5,241.0,240.01000000000002,262.4051225080276
2178,41900162.0,Denver,110.25,-3.5,210.75,240.04,240.23997149493445
2179,41900162.0,Utah,106.75,3.5,254.0,239.98999999999998,232.7437766519298
2180,41900163.0,Denver,107.5,1.0,201.75,239.98999999999998,234.63399703847702
2181,41900163.0,Utah,108.5,-1.0,263.0,239.99,236.77576699362118
2182,41900164.0,Denver,106.0,4.0,238.0,239.98999999999998,231.42134210576071
2183,41900164.0,Utah,110.0,-4.0,212.25,240.0,239.98842192633748
2184,41900165.0,Denver,108.5,2.5,228.0,240.01000000000002,235.78214177295945
2185,41900165.0,Utah,111.0,-2.5,220.75,240.00000000000003,241.13656666081994
2186,41900166.0,Denver,108.0,2.5,246.25,240.02,234.99514971557642
2187,41900166.0,Utah,110.5,-2.5,210.5,239.98,240.3495746034369
2188,41900167.0,Denver,109.25,-1.0,200.0,240.0,237.95625507969572
2189,41900167.0,Utah,108.25,1.0,190.0,240.0,235.81448512455154
2190,41900171.0,Houston,112.0,1.0,229.0,240.01,241.71692555492427
2191,41900171.0,Oklahoma City,113.0,-1.0,221.0,239.99,243.85869551006846
2192,41900172.0,Houston,114.0,-1.5,228.75,240.00000000000003,245.57462608492904
2193,41900172.0,Oklahoma City,112.5,1.5,204.5,240.00999999999996,242.36197115221276
2196,41900174.0,Houston,113.0,-3.0,238.0,239.99999999999997,244.4264813504466
2197,41900174.0,Oklahoma City,110.0,3.0,223.0,239.99999999999997,238.001171485014
2198,41900175.0,Houston,116.75,-5.0,269.75,239.98999999999998,250.89670762119744
2199,41900175.0,Oklahoma City,111.75,5.0,203.5,239.98999999999998,240.1878578454765
2200,41900176.0,Houston,115.75,-5.5,236.25,239.98000000000002,249.46466996652592
2201,41900176.0,Oklahoma City,110.25,5.5,234.75,240.00000000000003,237.68493521323285
2202,41900177.0,Houston,111.0,-5.5,236.5,240.01,241.98824542138715
2203,41900177.0,Oklahoma City,105.5,5.5,234.0,240.0,230.20851066809408
2204,41900201.0,Miami,109.0,5.5,238.0,240.00000000000003,235.71745506977527
2205,41900201.0,Milwaukee,114.5,-5.5,223.0,239.99999999999994,247.49718982306834
2206,41900202.0,Miami,108.75,6.0,242.0,240.04000000000002,235.1820125809892
2207,41900202.0,Milwaukee,114.75,-6.0,227.0,240.04,248.0326323118544
2208,41900203.0,Miami,108.5,5.0,249.25,239.98999999999998,235.07240947248678
2209,41900203.0,Milwaukee,113.5,-5.0,226.0,240.0,245.78125924820773
2212,41900205.0,Miami,112.75,-5.5,236.5,240.02,244.74271762222776
2213,41900205.0,Milwaukee,107.25,5.5,209.25,240.00000000000003,232.9629828689347
2214,41900211.0,Boston,107.75,2.0,255.5,239.98999999999998,234.74360014697942
2215,41900211.0,Toronto,109.75,-2.0,213.0,239.99,239.02714005726784
2216,41900212.0,Boston,108.5,1.5,230.0,240.00000000000003,236.0660346931485
2217,41900212.0,Toronto,110.0,-1.5,233.25,239.99000000000004,239.2786896258648
2218,41900213.0,Boston,107.0,3.0,227.0,240.00000000000003,233.27921914071584
2219,41900213.0,Toronto,110.0,-3.0,224.25,239.99999999999997,239.70452900614842
2220,41900214.0,Boston,109.0,-2.0,202.75,240.00000000000003,237.8466519711933
2221,41900214.0,Toronto,107.0,2.0,218.25,240.00000000000003,233.5631120609049
2222,41900215.0,Boston,107.5,-1.5,234.75,239.99999999999997,235.3437293389497
2223,41900215.0,Toronto,106.0,1.5,201.0,240.01000000000002,232.13107440623338
2226,41900217.0,Boston,103.0,-2.5,219.0,240.01000000000002,228.54469374269146
2227,41900217.0,Toronto,100.5,2.5,194.5,239.98999999999998,223.190268854831
2228,41900221.0,Houston,110.25,6.5,237.75,240.00999999999996,237.4010422930438
2229,41900221.0,LA Lakers,116.75,-6.5,222.25,240.02,251.32254700148104
2230,41900222.0,Houston,108.75,5.5,223.25,240.01000000000002,235.32395904108375
2231,41900222.0,LA Lakers,114.25,-5.5,258.75,239.99,247.10369379437682
2232,41900223.0,Houston,109.0,4.0,202.5,240.01,236.14329445005887
2233,41900223.0,LA Lakers,113.0,-4.0,238.75,240.0,244.71037427063567
2234,41900224.0,Houston,106.75,5.0,215.5,239.99999999999997,232.3179372716462
2235,41900224.0,LA Lakers,111.75,-5.0,258.5,240.0,243.02678704736715
2236,41900225.0,Houston,105.25,6.5,192.25,240.01,229.5311217192135
2237,41900225.0,LA Lakers,111.75,-6.5,262.0,240.02,243.45262642765076
2238,41900231.0,Denver,107.0,9.5,217.0,240.00000000000003,231.4339151594869
2239,41900231.0,LA Clippers,116.5,-9.5,242.75,240.01,251.78072973335674
2240,41900232.0,Denver,107.75,8.5,238.75,240.0,232.89829616575048
2241,41900232.0,LA Clippers,116.25,-8.5,233.0,240.01000000000002,251.10334078447616
2242,41900233.0,Denver,106.0,8.5,231.5,240.0,230.1438239649099
2243,41900233.0,LA Clippers,114.5,-8.5,234.75,240.03,248.34886858363555
2244,41900234.0,Denver,106.75,8.0,190.5,239.98999999999995,231.466258511079
2245,41900234.0,LA Clippers,114.75,-8.0,208.25,240.00000000000003,248.60041815223252
2246,41900235.0,Denver,103.5,9.0,231.5,240.00000000000003,226.06691721790023
2247,41900235.0,LA Clippers,112.5,-9.0,223.75,239.99,245.34284681419797
2248,41900236.0,Denver,102.75,8.5,236.25,240.0,225.0283755919202
2249,41900236.0,LA Clippers,111.25,-8.5,213.75,240.02000000000007,243.23342021064587
2250,41900237.0,Denver,100.0,7.5,237.75,240.04999999999995,220.9838121965026
2251,41900237.0,LA Clippers,107.5,-7.5,198.25,240.00000000000003,237.0470868600841
2254,41900302.0,Boston,105.0,-3.0,211.75,239.99999999999997,231.83460843231813
2255,41900302.0,Miami,102.0,3.0,231.5,240.0,225.40929856688552
2256,41900303.0,Boston,106.0,-3.5,253.5,239.98,233.5505390071787
2257,41900303.0,Miami,102.5,3.5,228.5,239.99,226.05434416417404
2258,41900304.0,Boston,107.0,-3.0,241.0,240.03,234.98257666185026
2259,41900304.0,Miami,104.0,3.0,223.0,240.0,228.55726679641765
2260,41900305.0,Boston,108.5,-3.5,260.5,240.00999999999996,237.48549929409384
2261,41900305.0,Miami,105.0,3.5,221.5,240.01000000000002,229.9893044510892
2262,41900306.0,Boston,109.25,-3.0,235.0,240.00999999999996,238.52404092007387
2263,41900306.0,Miami,106.25,3.0,248.5,239.99999999999997,232.0987310546413
2264,41900311.0,Denver,101.5,7.5,217.25,239.99,223.3447883686517
2265,41900311.0,LA Lakers,109.0,-7.5,261.0,239.98999999999998,239.40806303223317
2266,41900312.0,Denver,104.0,7.0,220.25,240.01000000000002,227.42169511566138
2267,41900312.0,LA Lakers,111.0,-7.0,244.5,239.98999999999998,242.41408480167075
2268,41900313.0,Denver,103.5,6.5,242.5,240.0,226.7766495183729
2269,41900313.0,LA Lakers,110.0,-6.5,216.75,240.00000000000003,240.69815422681015
2270,41900314.0,Denver,103.75,6.0,206.75,240.00000000000003,227.31209200715892
2271,41900314.0,LA Lakers,109.75,-6.0,231.25,240.01,240.16271173802411
2272,41900315.0,Denver,105.75,4.5,210.0,240.0,230.88589961697465
2273,41900315.0,LA Lakers,110.25,-4.5,245.75,240.01,240.52386441512354
2274,41900401.0,LA Lakers,111.0,-4.5,266.0,239.98999999999998,241.7043525011981
2275,41900401.0,Miami,106.5,4.5,205.0,239.99999999999997,232.0663877030492
2276,41900402.0,LA Lakers,113.5,-10.0,257.5,239.99999999999997,247.2007238491531
2277,41900402.0,Miami,103.5,10.0,219.75,239.98999999999998,225.78302429771114
2278,41900403.0,LA Lakers,114.25,-9.0,228.75,240.03,248.09731901503855
2279,41900403.0,Miami,105.25,9.0,232.75,240.0,228.82138941874084
2280,41900404.0,LA Lakers,112.75,-7.5,224.5,240.00999999999996,245.3105034626059
2281,41900404.0,Miami,105.25,7.5,204.75,239.99999999999997,229.2472287990244
2282,41900405.0,LA Lakers,112.0,-7.5,235.25,240.04,244.13001537653136
2283,41900405.0,Miami,104.5,7.5,227.25,240.01000000000002,228.06674071294987
2284,41900406.0,LA Lakers,110.0,-5.5,227.5,239.99999999999997,240.41426130662109
2285,41900406.0,Miami,104.5,5.5,209.25,240.01,228.63452655332802
2286,51900111.0,Memphis,111.5,6.0,266.25,240.0,239.51046889659588
2287,51900111.0,Portland,117.5,-6.0,256.75,240.01000000000005,252.36108862746107
